POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA4811,36,66,103,996,1043,2044,0,0,0,55,53,104,0,0,0,1560,1694,3255,4,0,5,46,47,94,16,29,38,9,6,12,34,40,74,0,4,3,16,23,38,29,54,86,190,183,376,29,33,65,16,22,38,329,407,740,97,113,207,7,10,24,3435,3763,7202,52,56,106,28,36,58,5,3,6,0,3,0,13,11,16,14,14,28,27,26,51,1866,1647,3510,22,23,39,8,5,9,1895,1667,3565,1362,690,2052,6835,6311,13142
POA4812,62,105,168,1321,1465,2781,0,0,0,94,120,208,0,0,0,2331,2746,5080,5,8,15,69,79,149,36,65,101,14,24,39,54,62,119,3,5,13,43,74,116,113,145,254,283,343,623,32,35,65,30,33,64,379,490,868,196,193,391,9,3,16,5015,5876,10894,47,43,96,76,57,129,3,7,13,0,5,3,23,17,37,30,40,70,56,60,111,2948,2552,5506,35,35,75,9,25,32,2993,2618,5610,883,902,1788,9144,9661,18804
POA4814,234,297,526,3056,3378,6430,0,0,0,383,370,753,3,3,6,5855,6230,12084,20,29,45,154,167,325,58,74,131,44,53,101,117,141,258,34,35,67,138,151,286,482,578,1054,719,811,1531,79,89,166,97,113,209,1013,1386,2399,586,657,1242,27,37,66,12879,14296,27177,254,256,516,268,246,514,19,10,25,4,0,4,50,52,105,63,75,141,120,131,251,6704,5614,12317,108,65,167,30,31,59,6840,5708,12548,2655,1913,4568,23270,22856,46124
POA4815,39,65,105,1630,1894,3525,0,0,0,117,142,259,5,7,8,2575,2846,5424,3,6,9,18,30,45,43,61,104,13,24,38,67,68,140,0,0,0,40,46,85,156,171,323,329,374,704,65,72,132,28,56,78,541,616,1152,263,291,554,33,28,63,5914,6729,12645,9,11,24,14,13,32,0,0,0,9,14,18,9,6,17,25,46,74,42,65,107,3152,2849,6001,41,26,62,12,14,28,3201,2884,6088,1064,964,2030,10286,10746,21032
POA4816,18,24,43,903,929,1835,0,0,0,84,107,195,0,0,0,1544,1423,2966,3,3,3,4,4,12,39,37,74,0,0,0,24,21,44,0,0,0,114,116,230,41,49,92,151,117,262,12,18,29,16,23,42,267,275,548,85,77,170,3,3,4,3284,3215,6500,0,0,0,3,0,3,0,0,0,3,3,7,12,6,14,7,16,20,17,23,43,1088,839,1927,4,4,15,4,7,14,1095,853,1952,428,305,734,4845,4423,9270
POA4817,72,95,168,2309,2720,5032,0,0,0,209,244,456,0,3,7,4272,4771,9045,11,5,13,76,92,170,35,52,90,47,63,115,89,107,195,20,10,27,45,55,103,229,310,541,492,524,1020,71,83,157,42,64,110,792,1017,1805,323,378,695,18,14,31,9081,10521,19601,52,41,92,52,51,105,5,0,6,3,4,8,14,10,31,37,52,83,50,69,118,4168,3639,7806,48,35,83,15,8,21,4228,3685,7913,1265,1142,2406,14803,15604,30413
POA4818,85,85,168,2116,2356,4479,0,0,0,159,189,345,3,5,9,3858,4016,7879,3,6,9,48,43,89,37,54,92,17,16,39,100,115,215,4,4,9,49,40,92,168,179,346,351,360,707,56,59,111,42,40,86,539,714,1250,298,293,595,7,16,21,7860,8519,16379,31,16,50,22,30,49,3,3,5,8,8,15,10,9,15,23,43,60,41,52,92,4717,4053,8772,52,40,89,14,17,27,4782,4111,8890,1420,1163,2579,14240,13979,28218
POA4819,13,40,50,165,155,327,0,0,0,8,3,11,0,0,0,177,175,355,0,0,0,0,8,11,0,0,0,0,0,0,11,8,20,0,0,0,0,4,5,4,7,12,30,35,67,3,0,5,0,0,0,45,50,94,29,36,61,0,0,0,471,493,963,0,0,3,0,0,0,3,0,0,4,0,4,0,0,0,8,4,13,9,4,16,476,446,920,5,5,9,4,12,12,479,461,937,188,169,357,1174,1165,2335
POA4820,12,27,39,960,1046,2005,0,0,0,37,76,112,0,0,3,1217,1369,2584,5,13,13,6,6,13,40,57,103,15,8,25,35,25,62,0,0,0,18,13,31,35,44,77,170,169,340,27,30,50,7,11,19,569,691,1256,95,100,201,3,0,3,3244,3659,6896,7,15,17,6,7,14,3,3,9,10,0,5,0,0,0,15,20,35,19,21,43,1369,1147,2520,7,8,19,4,3,5,1386,1158,2544,641,642,1278,5319,5523,10843
POA4821,0,0,3,166,176,342,0,0,0,12,16,25,0,0,0,172,179,355,0,0,0,0,0,0,4,3,12,0,0,0,4,3,7,0,0,0,0,0,0,0,0,3,27,32,62,6,3,9,0,0,0,54,54,114,8,10,18,0,0,0,457,488,944,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,101,224,0,0,0,0,0,0,134,101,229,77,65,141,671,652,1320
POA4822,0,0,0,110,114,223,0,0,0,3,4,7,0,0,0,145,119,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,25,0,0,0,0,0,0,20,27,46,5,6,13,0,0,0,295,289,587,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,73,57,130,0,0,0,0,0,0,73,60,135,35,28,65,410,378,791
POA4823,3,0,3,107,113,221,0,0,0,3,4,12,0,0,0,138,107,243,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,25,16,38,0,4,7,0,0,0,39,38,77,10,9,20,0,0,0,330,296,625,3,3,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,4,125,68,193,0,0,0,0,0,0,121,68,195,55,37,90,517,406,925
POA4824,11,13,20,270,222,489,0,0,0,12,14,21,0,0,0,445,357,806,0,0,0,3,0,5,9,10,15,0,0,0,4,9,12,0,0,0,3,0,4,19,14,31,34,28,54,0,0,0,3,10,15,84,88,171,29,22,50,0,0,0,916,769,1688,4,7,11,8,3,13,0,0,4,0,0,0,3,0,4,4,4,4,3,7,10,331,215,544,4,5,5,3,0,3,334,220,556,263,204,472,1554,1213,2769
POA4825,46,57,103,1026,1036,2063,0,0,0,310,326,636,8,8,17,2586,2609,5188,6,0,6,37,33,63,31,53,87,59,38,104,83,87,172,0,0,0,52,36,89,205,232,440,226,186,407,17,25,47,44,58,97,388,411,798,209,216,424,5,9,10,5280,5364,10653,81,66,148,40,33,68,3,0,3,9,3,15,18,13,27,15,14,31,38,33,74,2965,2419,5385,32,17,49,16,15,31,3010,2446,5460,1460,1278,2739,9965,9282,19246
POA4828,0,0,0,15,12,29,0,0,0,5,13,25,3,0,6,17,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,6,6,10,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,51,57,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,51,0,0,0,0,0,0,29,24,51,20,30,51,97,113,208
POA4829,0,0,0,41,44,82,0,0,0,0,0,3,0,0,0,68,58,123,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,0,0,3,0,6,10,8,14,0,0,0,0,0,0,16,17,37,4,0,8,0,0,0,147,140,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27,73,0,0,0,0,0,0,41,27,76,52,53,102,245,224,465
POA4830,0,3,3,26,37,64,0,0,0,343,305,648,187,203,387,55,30,84,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,8,7,20,0,10,10,5,0,5,0,0,0,0,0,0,12,7,13,10,12,24,0,0,0,647,609,1256,3,0,3,0,0,0,0,0,0,3,8,8,0,3,6,0,0,0,3,11,17,150,130,279,0,0,0,0,0,0,150,132,280,81,74,158,882,829,1714
POA4849,5,5,12,155,124,280,0,0,0,9,15,19,0,0,0,157,157,315,0,0,0,3,3,5,0,0,3,0,3,4,5,11,20,0,0,0,0,4,4,14,18,36,21,26,52,0,0,0,3,0,5,36,30,62,12,14,25,0,0,3,413,411,823,0,3,3,0,0,3,0,0,0,0,0,0,10,12,18,0,0,0,7,12,20,206,148,354,0,0,0,0,0,0,207,150,353,92,69,158,719,648,1372
POA4850,5,28,31,872,859,1731,0,0,0,72,88,155,0,0,0,2481,2407,4891,0,0,0,4,10,11,31,45,77,0,4,5,51,65,112,0,0,0,13,14,25,37,44,83,94,97,196,13,28,34,8,11,19,395,436,831,101,80,180,3,0,3,4173,4182,8364,12,5,24,0,3,8,0,0,0,8,0,11,6,3,10,3,11,18,21,15,38,847,633,1481,4,7,11,3,5,8,851,644,1491,504,463,966,5580,5342,10918
POA4852,23,41,64,263,247,511,0,0,0,12,14,32,0,0,0,365,377,743,0,0,0,10,17,31,0,4,4,0,0,3,11,15,24,0,0,0,7,10,13,17,20,36,54,49,104,0,0,5,21,22,44,99,94,198,37,49,82,4,3,7,906,921,1832,3,0,4,3,3,8,0,0,0,0,0,0,11,10,28,5,11,22,24,22,43,647,512,1161,8,6,12,0,10,10,648,528,1177,294,268,561,1903,1791,3686
POA4854,12,19,34,379,370,746,0,0,0,34,31,60,0,0,0,942,805,1746,0,0,0,12,14,26,51,63,111,7,3,12,15,10,27,0,0,0,7,3,7,92,81,176,63,75,134,3,9,6,9,11,22,149,145,296,46,35,84,0,0,3,1805,1665,3471,11,10,19,0,0,0,0,0,0,0,0,0,87,51,141,3,3,11,89,57,154,680,538,1219,5,5,11,7,3,11,692,549,1238,298,259,562,2914,2566,5481
POA4855,3,7,6,53,66,125,0,0,0,3,0,3,0,0,0,112,107,216,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,5,5,8,7,7,15,0,0,0,0,0,0,27,19,42,0,6,7,0,0,0,211,210,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,11,12,120,88,208,3,3,3,0,0,0,123,87,211,61,47,108,406,360,766
POA4856,3,3,3,34,41,76,0,0,0,3,0,3,0,0,0,133,136,271,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,3,7,7,0,0,0,0,0,0,21,27,46,4,4,10,0,0,0,203,230,432,0,0,0,0,4,3,0,0,0,0,0,0,17,12,30,0,0,0,14,12,31,74,74,146,0,0,3,0,0,0,73,73,146,46,47,93,340,363,706
POA4858,3,9,9,94,111,201,0,0,0,5,10,20,6,3,3,306,276,580,0,0,0,0,8,11,8,5,11,11,9,12,3,0,7,0,0,0,0,3,6,8,17,23,21,22,43,0,0,4,0,0,0,33,43,73,16,17,34,0,0,0,519,522,1040,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,7,3,8,154,147,298,0,3,3,3,0,3,152,151,299,69,61,132,752,734,1487
POA4859,3,0,3,29,31,58,0,0,0,0,8,8,0,0,0,70,70,139,0,0,0,3,0,4,0,3,4,0,0,0,4,5,8,0,0,0,0,0,3,4,5,8,4,5,10,0,0,3,0,3,3,5,5,10,15,8,21,0,0,0,135,144,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,54,127,0,0,0,0,0,0,72,54,127,29,21,54,243,222,463
POA4860,42,51,92,765,780,1549,0,0,0,42,49,90,4,0,7,1630,1648,3274,0,0,0,63,67,127,64,87,149,23,25,45,11,14,25,0,0,3,20,12,33,137,143,280,107,153,263,0,14,14,24,35,59,226,288,511,161,178,341,3,4,10,3283,3510,6786,25,23,53,6,9,11,3,0,3,4,6,8,208,192,405,41,43,81,253,241,497,1335,1090,2427,4,4,5,6,7,15,1350,1098,2446,740,659,1404,5696,5595,11296
POA4861,3,3,6,98,94,194,0,0,0,4,3,5,0,0,3,188,223,414,0,0,0,4,8,8,3,3,8,0,0,3,0,3,3,0,0,0,0,0,0,17,17,35,34,38,78,0,0,0,0,7,3,24,30,56,33,34,65,0,0,0,417,467,890,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,168,402,0,3,5,0,0,0,232,173,403,71,72,147,730,725,1453
POA4865,32,45,79,621,704,1328,0,0,0,54,47,98,0,0,0,1138,1143,2280,0,0,0,11,14,24,30,35,66,12,10,21,24,19,42,0,0,0,7,9,18,45,47,89,205,189,395,8,0,6,20,14,34,145,189,331,55,66,119,3,0,0,2379,2485,4869,0,9,9,3,5,6,0,0,0,3,0,3,23,24,46,18,14,35,37,36,76,1211,1040,2255,6,8,20,10,5,17,1227,1058,2285,408,393,795,4088,4024,8119
POA4868,103,179,284,1489,1737,3227,0,0,0,106,106,213,0,0,0,2757,3122,5876,3,7,15,72,59,135,67,87,151,27,36,67,69,73,137,3,5,8,76,78,158,172,253,428,322,348,667,22,37,60,70,116,186,364,486,845,313,370,682,12,11,26,5957,6933,12885,58,39,93,51,39,93,7,10,16,3,0,6,82,73,153,44,39,86,134,109,247,3219,2853,6074,31,15,47,17,26,40,3264,2895,6158,1149,1139,2288,10722,11337,22063
POA4869,88,132,222,1221,1379,2596,0,0,0,112,151,264,6,3,6,2301,2518,4820,17,25,37,28,37,64,100,126,229,20,44,61,61,68,131,0,0,0,48,58,106,164,172,340,300,310,609,13,12,32,60,63,123,373,471,843,247,294,545,5,11,20,5082,5746,10822,26,18,46,33,32,68,3,0,3,0,3,4,41,35,76,61,73,136,104,115,217,2986,2637,5623,28,31,58,15,23,33,3030,2689,5718,984,938,1921,9346,9669,19010
POA4870,662,908,1577,4204,4567,8775,0,0,0,383,407,790,5,4,8,7061,8020,15080,46,67,114,129,143,268,149,216,360,68,102,175,246,273,518,18,12,23,121,160,286,566,773,1341,892,1039,1937,39,45,88,148,178,326,1073,1359,2428,898,1051,1954,23,17,41,16065,18433,34504,494,478,974,148,136,287,38,28,64,16,11,23,261,223,488,134,195,329,412,426,834,11964,10696,22657,115,80,195,68,67,134,12145,10845,22992,5016,4770,9780,34978,36026,71009
POA4871,28,36,63,1733,1779,3515,0,0,0,37,47,84,0,0,0,1219,1092,2312,0,0,0,22,26,53,12,25,41,4,4,3,19,24,47,0,0,0,13,8,22,30,40,71,176,157,332,7,8,15,23,22,45,175,161,335,86,84,168,3,0,6,3557,3485,7041,15,13,30,3,8,7,3,0,0,12,7,18,39,26,59,15,16,26,61,49,104,1303,1052,2357,8,3,16,10,0,13,1325,1054,2379,752,594,1345,5739,5234,10978
POA4872,11,12,25,316,305,624,0,0,0,27,25,54,0,0,0,576,553,1134,0,0,0,3,3,7,8,16,22,3,0,4,13,9,25,0,0,0,3,0,10,44,58,106,66,83,152,0,5,9,16,10,22,103,115,212,31,36,64,0,0,0,1210,1227,2436,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,538,375,909,8,11,17,0,7,7,544,385,928,273,230,501,2046,1855,3902
POA4873,32,35,71,482,510,988,0,0,0,25,23,51,0,0,0,660,672,1332,4,3,5,8,6,15,49,51,103,3,4,4,23,25,49,0,0,0,12,7,16,38,48,89,83,63,152,4,3,10,9,12,28,130,143,272,64,58,124,3,4,7,1603,1634,3236,5,3,10,9,4,11,0,0,0,7,5,16,0,0,0,10,15,25,18,20,38,1099,976,2081,11,10,17,14,12,23,1126,996,2121,509,464,976,3296,3159,6458
POA4874,23,23,48,364,317,683,0,0,0,33,20,54,0,0,0,503,520,1022,0,0,0,0,0,3,15,11,24,8,4,7,9,12,22,0,0,0,0,0,3,93,103,196,76,69,148,0,3,3,15,13,32,255,222,476,79,56,136,0,0,0,1444,1367,2811,5,3,8,0,0,0,0,0,0,0,4,3,0,0,0,0,14,17,4,13,18,952,761,1710,10,3,7,3,0,3,958,763,1723,351,270,626,2791,2450,5240
POA4875,8,9,16,1406,1374,2784,0,0,0,12,6,17,0,0,0,461,471,932,0,0,0,3,0,4,30,30,61,21,22,45,6,4,9,0,0,0,32,43,78,449,486,929,14,24,43,6,6,11,26,35,62,88,89,171,332,354,691,3,7,7,2888,2950,5838,4,4,10,8,7,10,4,7,10,101,104,209,0,0,3,14,15,28,118,125,242,434,392,823,5,7,10,13,10,26,455,409,863,584,521,1109,4063,4035,8101
POA4876,0,0,0,484,531,1017,0,0,0,10,9,13,0,0,0,58,47,102,0,0,0,0,0,0,69,86,149,3,3,4,3,0,4,0,0,0,3,0,6,387,451,840,5,3,6,0,0,0,7,0,12,15,14,29,51,53,104,3,7,6,1099,1203,2295,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,3,9,9,7,15,151,137,291,0,0,0,0,3,7,153,144,300,116,97,211,1377,1450,2827
POA4877,44,65,109,315,330,648,0,0,0,19,17,35,0,0,0,412,464,876,0,0,0,13,11,30,3,3,8,0,0,0,9,7,17,0,0,0,9,10,17,13,20,30,44,44,90,3,3,6,0,0,0,72,77,151,30,32,61,0,3,3,939,1020,1957,10,12,25,8,0,9,3,3,8,0,0,0,5,8,16,9,4,10,18,8,24,1091,957,2048,11,5,13,3,9,11,1105,973,2070,462,470,928,2589,2551,5141
POA4878,99,163,263,862,873,1735,0,0,0,56,79,135,0,0,0,1219,1399,2618,10,8,21,39,34,74,32,39,71,8,12,22,62,86,143,10,0,11,16,25,36,61,80,142,158,184,343,7,12,16,23,26,48,170,247,414,165,200,368,7,3,12,2908,3305,6215,41,38,75,30,25,58,15,7,25,0,3,4,22,29,51,20,37,56,42,68,115,2614,2322,4937,23,29,51,22,19,38,2657,2374,5033,868,839,1712,6656,6827,13486
POA4879,116,205,322,1315,1528,2842,0,0,0,83,93,174,0,0,0,1884,2159,4039,6,11,17,47,49,98,42,50,99,4,3,5,76,98,179,9,0,15,40,42,81,85,93,177,197,252,444,8,11,24,22,31,51,320,400,716,194,229,420,12,12,21,4342,5054,9395,38,35,71,22,31,49,29,20,46,0,0,3,15,8,25,28,62,92,48,74,124,3911,3371,7283,35,33,70,16,18,33,3966,3424,7387,1055,989,2049,9608,9834,19447
POA4880,29,62,95,751,785,1536,0,0,0,97,104,195,0,0,3,1893,2021,3908,14,11,30,14,15,29,58,85,146,10,15,28,49,45,94,0,0,0,27,28,59,108,124,234,172,171,341,3,10,16,106,145,252,284,352,631,130,147,277,0,5,11,3724,4064,7785,11,19,27,68,63,136,3,4,9,0,0,0,16,18,36,12,16,25,28,30,61,1507,1240,2746,6,8,14,6,7,18,1515,1251,2773,1683,721,2406,7070,6216,13295
POA4881,45,63,109,244,263,508,0,0,0,6,14,22,0,0,0,292,320,610,0,0,0,13,8,15,3,0,3,3,6,10,8,16,24,0,0,0,4,15,13,6,3,15,42,55,92,0,3,3,139,129,271,40,61,106,61,76,143,3,3,7,864,971,1834,8,0,8,6,3,5,5,0,4,9,11,16,0,0,0,23,35,59,33,45,73,921,819,1745,11,6,25,18,22,43,954,855,1806,323,326,652,2237,2263,4496
POA4882,10,16,27,210,226,431,0,0,0,17,20,46,0,0,0,372,389,767,0,0,0,0,3,3,8,18,27,0,0,4,4,10,19,0,0,0,3,5,7,8,16,28,59,51,114,8,0,9,9,8,20,96,98,191,29,35,55,0,0,3,832,893,1728,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,5,11,362,309,671,5,0,3,0,0,0,367,311,683,138,132,272,1358,1358,2718
POA4883,14,35,47,584,648,1231,0,0,0,66,82,151,0,0,0,927,1142,2070,0,0,3,13,8,22,54,63,121,11,11,25,28,30,62,0,0,0,22,25,54,79,99,178,134,150,279,17,16,35,19,18,39,214,291,503,123,176,298,4,3,5,2293,2777,5069,10,14,21,7,3,7,4,0,3,0,0,0,7,4,7,17,19,43,29,25,52,1267,1124,2392,11,14,28,12,14,26,1294,1155,2443,366,421,790,4010,4419,8428
POA4884,10,13,22,129,126,258,0,0,0,20,20,44,0,0,0,176,213,384,0,0,0,0,0,0,4,7,12,4,0,3,7,9,12,0,0,0,4,4,8,10,8,14,44,37,77,3,3,3,0,3,3,43,59,107,22,24,53,0,0,0,460,525,990,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,4,8,16,343,311,655,0,0,0,3,3,5,348,315,666,98,77,180,928,941,1870
POA4885,13,23,36,296,358,649,0,0,0,61,43,105,0,4,3,344,342,685,0,0,0,3,0,3,11,18,31,3,0,6,10,12,22,0,0,0,3,5,13,22,31,53,71,58,125,0,10,10,13,14,27,131,151,279,61,70,133,3,3,11,1028,1126,2158,3,0,4,3,4,3,0,0,0,0,0,0,0,0,0,7,17,20,7,17,20,623,537,1163,10,3,12,5,5,9,640,549,1190,179,215,393,1865,1937,3803
POA4886,0,0,0,74,83,154,0,0,0,3,4,9,0,0,0,86,92,175,0,0,0,0,0,0,3,5,7,0,0,0,6,14,16,0,0,0,5,4,8,0,3,3,5,13,18,0,0,0,3,0,3,26,24,45,3,10,17,0,0,3,212,249,459,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7,152,136,286,0,0,0,0,0,0,152,137,287,41,45,89,415,432,846
POA4887,8,12,22,127,159,288,0,0,0,20,14,40,0,0,3,147,190,341,0,0,0,0,0,0,10,11,21,0,3,3,5,14,21,0,0,0,3,5,7,22,19,45,23,30,58,4,5,6,5,13,12,51,54,105,39,37,75,0,0,4,459,552,1012,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,3,3,5,389,334,723,0,0,0,0,7,4,392,335,725,128,130,259,993,1039,2038
POA4888,15,19,32,212,214,427,0,0,0,7,12,20,0,0,0,250,271,525,0,0,0,4,4,11,18,24,46,0,0,0,9,7,17,0,0,0,11,7,15,13,11,23,56,41,95,3,0,3,10,7,14,57,65,121,40,44,82,0,3,3,691,706,1406,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,17,24,11,17,24,533,448,980,9,3,12,6,6,16,547,461,1006,318,305,629,1590,1514,3097
POA4890,0,0,0,108,129,239,0,0,0,7,5,12,0,0,0,106,103,215,12,13,24,0,0,0,9,9,13,0,0,0,0,4,4,0,0,0,3,3,5,25,34,59,25,19,45,3,0,4,0,0,0,25,22,45,3,9,13,0,0,0,330,350,678,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,237,222,458,0,0,0,0,0,0,237,224,465,64,60,127,634,642,1282
POA4891,0,3,3,44,53,102,0,0,0,3,3,7,0,0,0,53,50,105,0,0,0,3,0,3,0,0,0,0,0,0,4,3,5,0,0,0,3,0,6,0,0,0,9,7,21,6,3,6,0,0,0,17,19,35,7,4,11,0,0,0,146,144,295,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,64,153,3,0,3,0,0,0,91,63,158,46,32,75,291,239,531
POA4892,3,9,16,939,1004,1947,0,0,0,6,11,12,4,0,4,174,142,313,7,6,8,0,0,3,3,8,10,0,0,4,25,35,60,0,0,0,8,4,7,15,19,33,94,84,175,0,0,0,9,15,24,424,484,908,57,47,102,5,6,12,1782,1858,3632,0,3,3,0,0,3,0,0,0,97,104,197,0,0,0,7,4,10,96,110,209,661,608,1265,5,0,5,0,3,5,662,605,1271,261,222,482,2812,2806,5614
POA4895,20,29,50,234,227,457,0,0,0,20,21,45,0,0,0,277,246,524,0,0,0,3,3,9,18,29,44,0,0,3,543,549,1093,0,0,0,12,6,15,23,27,54,51,38,85,0,3,3,17,23,37,43,52,94,52,42,95,0,4,4,1296,1265,2561,4,3,9,3,0,3,0,0,0,0,0,3,0,0,0,6,9,16,10,10,22,613,474,1086,3,0,3,6,8,14,623,485,1101,393,314,707,2350,2099,4453
